movie_id,score
13187,0
13696,0
288,0
8016,0
675353,0
242582,0
167581,0
11474,0
1939,0
1632,0
1075,0
24657,0
12548,0
4235,0
910,0
247,0
614409,0
581528,0
522627,0
2433,0
1633,0
431693,0
8832,0
776,0
29154,0
16391,0
320007,0
12516,0
589739,0
100402,0
15137,0
1904,0
688,0
426426,0
568124,0
1587,0
15794,0
710356,0
244063,0
15251,0
566525,0
99,0
313297,0
25768,0
284427,0
16761,0
286217,0
265169,0
211954,0
4480,0
82702,0
4960,0
22292,0
37247,0
981,0
343,0
1628,0
25188,0
50531,0
11898,0
2493,0
1093,0
773,0
20108,0
22881,0
28580,0
666243,0
227932,0
13151,0
820,0
221731,0
550988,0
31216,0
624932,0
49992,0
12501,0
14813,0
8358,0
576,0
586863,0
8429,0
1592,0
517093,0
14624,0
10331,0
612706,0
4347,0
369299,0
44214,0
13466,0
9343,0
793,0
643,0
514439,0
30020,0
10754,0
1879,0
9377,0
722778,0
13386,0
11362,0
436969,0
10322,0
812,0
578,0
158,0
207703,0
13980,0
871,0
269,0
31417,0
234567,0
180299,0
144288,0
54186,0
560057,0
398978,0
38251,0
18197,0
433471,0
8327,0
4995,0
585244,0
18900,0
13363,0
982,0
212,0
660120,0
364111,0
283995,0
430,0
42801,0
1712,0
831405,0
425909,0
1654,0
1726,1
11686,0
347201,0
5165,0
11782,0
42987,0
13355,0
9912,0
746,0
218,0
333339,0
338729,0
177945,0
642,0
11040,0
306819,0
9444,0
244,0
575604,0
14784,0
18329,0
1933,0
3767,0
2204,0
401698,0
19101,0
15917,0
309809,0
489999,0
24653,0
11657,0
8703,0
1678,0
55,0
423108,0
736069,0
459670,0
11969,0
824,0
607259,0
21575,0
221,0
220,0
8073,0
4481,0
3580,0
51739,0
17057,0
514754,0
417261,0
284053,0
12093,0
348678,0
9693,0
870,0
222935,0
13413,0
1913,0
419430,0
293660,0
244267,0
11113,0
11321,0
11046,0
5558,0
819,0
63,0
400160,0
10363,0
638,0
10778,0
20992,0
780382,0
71,0
381289,0
225745,0
137113,0
10637,0
9289,0
64,0
809140,0
200481,0
127533,0
228205,0
491418,0
650,0
137,0
26371,0
3133,0
1544,0
736073,0
15014,0
900,0
484468,0
416144,0
11159,0
198375,0
17431,0
483184,0
21191,0
13562,0
2487,0
38757,0
630,0
41411,0
13403,0
4982,0
863,0
592,0
671295,0
283587,0
2013,0
25468,0
587272,0
520763,0
481848,0
5143,0
948,0
19413,0
9394,0
627725,0
246741,0
51822,0
229,0
216156,0
28569,0
10950,0
456929,0
76696,0
74308,0
57158,0
11190,0
736074,0
539617,0
10161,0
12498,0
12102,0
451657,0
264660,0
61202,0
329865,0
277834,0
203101,0
19223,0
11356,0
4922,0
433,0
338,0
111083,0
43650,0
507569,0
364137,0
3529,0
11016,0
5708,0
544510,0
64690,0
1859,0
529203,0
308369,0
118406,0
16958,0
2000,0
301528,0
11327,0
21734,0
18671,0
530079,0
442065,0
109424,0
76341,0
9040,0
25934,0
1600,0
966,0
13396,0
907,0
626,0
375572,0
9081,0
1541,0
375262,0
256040,0
71859,0
768744,0
431580,0
6620,0
4593,0
3558,0
2009,0
1567,0
319,0
2649,0
782,0
616,0
860159,0
581577,0
451915,0
43904,0
339,0
967,0
366170,0
13393,0
10787,0
4951,0
586940,0
38234,0
11688,0
765,0
8342,0
1051,0
632617,0
503919,0
11171,0
13354,0
11906,0
1954,0
459151,0
4909,0
660000,0
487558,0
4638,0
4550,0
83389,0
10734,0
921,0
47909,0
13310,0
1579,0
127501,0
39324,0
11610,0
9516,0
379019,0
4291,0
552095,0
475888,0
382614,0
315846,0
16219,0
13528,0
783,0
551332,0
30368,0
7214,0
11562,0
11344,0
9366,0
1883,0
603661,0
138843,0
11421,0
3001,0
747,0
645886,0
179144,0
63311,0
59436,0
26280,0
409502,0
382748,0
228326,0
28874,0
15472,0
625,0
334541,0
37769,0
36685,0
29084,0
3009,0
571,0
617653,0
127585,0
37903,0
24807,0
14919,0
13384,0
31682,0
11178,0
9016,0
4034,0
3035,0
828,0
74879,0
624479,0
582014,0
484751,0
449406,0
16633,0
79,0
502897,0
16642,0
8440,0
4553,0
451048,0
898,0
574,0
552178,0
337703,0
16305,0
15999,0
9340,0
4024,0
470878,0
389015,0
200085,0
5781,0
940,0
483983,0
36557,0
332562,0
3116,0
327331,0
7735,0
1372,0
532,0
11202,0
14438,0
10110,0
613090,0
19995,0
15165,0
12163,0
10747,0
15371,0
15097,0
468284,0
284293,0
281957,0
11798,0
10683,0
984,0
522,0
876716,0
431937,0
260513,0
18,0
1786,0
379,0
429450,0
32761,0
10451,0
3482,0
601,0
453395,0
85350,0
13930,0
11549,0
3088,0
500664,0
11970,0
11544,0
2786,0
335984,0
10604,0
8740,0
615666,0
983,0
217993,0
204553,0
72213,0
1949,0
475,0
228150,0
176983,0
4254,0
923,0
508947,0
438148,0
1847,0
881,0
856,0
69,0
145,0
13830,0
383498,0
9495,0
429617,0
244088,0
24192,0
17136,0
12780,0
11481,0
9428,0
9075,0
16619,0
440298,0
377273,0
27327,0
11506,0
11528,0
644583,0
7500,0
877,0
346648,0
11030,0
9056,0
673595,0
132344,0
375785,0
11841,0
186,0
37916,0
34148,0
219,0
37719,0
14257,0
530,0
795514,0
203833,0
22584,0
10843,0
10549,0
134350,0
434616,0
58451,0
252,0
34106,0
3933,0
118412,0
437586,0
330459,0
176241,0
16328,0
11031,0
7549,0
874300,0
576845,0
26596,0
1902,0
11167,0
9665,0
9028,0
4689,0
2690,0
786,0
106,0
630220,0
258480,0
27632,0
109,0
638449,0
637534,0
38396,0
9008,0
818647,0
529216,0
484747,0
76758,0
13689,0
451480,0
41498,0
18333,0
15919,0
14736,0
487670,0
251516,0
13060,0
9559,0
634544,0
489418,0
476968,0
21832,0
8333,0
4584,0
376290,0
239571,0
8094,0
1407,0
154,0
621013,0
4174,0
1251,0
175,0
508570,0
194662,0
166666,0
26638,0
12169,0
37181,0
33273,0
17529,0
8321,0
33997,0
10907,0
3110,0
345,0
290,0
39323,0
9918,0
457601,0
370172,0
565310,0
637693,0
374720,0
17809,0
13350,0
1023,0
648,0
32909,0
2034,0
620,0
319373,0
71883,0
226,0
31767,0
18925,0
9549,0
1360,0
985,0
813258,0
11349,0
10377,0
845222,0
6916,0
192,0
11704,0
11471,0
408647,0
339403,0
293863,0
663260,0
340666,0
48282,0
16372,0
823,0
364433,0
292011,0
16646,0
345938,0
49361,0
10400,0
846214,0
533444,0
519010,0
407445,0
13754,0
8356,0
649,0
129670,0
22538,0
12837,0
10435,0
4251,0
196,0
402693,0
269258,0
227306,0
65218,0
37472,0
13377,0
1523,0
1368,0
755339,0
675445,0
72478,0
14092,0
11901,0
25403,0
13353,0
265180,0
18988,0
8741,0
11710,0
290762,0
10784,0
499631,0
11829,0
2501,0
704,0
589982,0
544401,0
9509,0
2056,0
250219,0
100271,0
13475,0
458156,0
339380,0
290542,0
5967,0
1677,0
466272,0
206487,0
18917,0
1813,0
595975,0
190859,0
451499,0
271110,0
250538,0
26963,0
16858,0
11545,0
8055,0
527,0
39107,0
5503,0
1052,0
439584,0
339984,0
271706,0
74643,0
36208,0
1391,0
626735,0
380225,0
9299,0
6114,0
1653,0
779,0
568,0
583689,0
414425,0
284052,0
273895,0
193756,0
31522,0
24226,0
497698,0
14283,0
25623,0
6644,0
187,0
516486,0
483980,0
247645,0
11615,0
3080,0
395834,0
3085,0
114,0
21450,0
2292,0
481432,0
101299,0
39356,0
25955,0
9461,0
13446,0
491584,0
363,0
242,0
164249,0
11978,0
639,0
615,0
492,0
507505,0
75233,0
26900,0
575,0
432836,0
76589,0
451751,0
94329,0
387426,0
228203,0
38985,0
161,0
615643,0
49020,0
15764,0
137106,0
11589,0
514575,0
377263,0
3766,0
2767,0
433247,0
121986,0
583406,0
446893,0
417320,0
394117,0
11661,0
839,0
713,0
686,0
12207,0
2898,0
1116,0
758866,0
3063,0
388,0
2503,0
427033,0
406385,0
15774,0
11416,0
11236,0
4476,0
594328,0
73456,0
46919,0
10849,0
5723,0
2291,0
28055,0
14433,0
462,0
13321,0
140,0
40823,0
37211,0
763,0
546121,0
489930,0
463257,0
432616,0
37135,0
25673,0
20558,0
9462,0
614587,0
353081,0
17654,0
4203,0
1245,0
376867,0
274109,0
9504,0
447332,0
19100,0
621,0
113082,0
284054,0
157354,0
7452,0
260,0
416494,0
13635,0
8810,0
458131,0
303483,0
289222,0
3089,0
756,0
205220,0
1669,0
853,0
146,0
571468,0
312221,0
242643,0
36095,0
14638,0
5123,0
2757,0
9361,0
9065,0
12554,0
6404,0
1895,0
38602,0
14698,0
176,0
668742,0
408220,0
590223,0
165213,0
87827,0
9385,0
7863,0
427,0
659959,0
111969,0
64682,0
51828,0
16320,0
2798,0
1542,0
687,0
454626,0
88273,0
20620,0
17681,0
3121,0
794,0
34647,0
10867,0
4011,0
814,0
802,0
153,0
522369,0
25866,0
258893,0
249164,0
17474,0
12716,0
19120,0
14645,0
1359,0
628,0
610120,0
10474,0
7294,0
4710,0
2134,0
771,0
47735,0
45317,0
11943,0
1554,0
760,0
350,0
90369,0
9571,0
4133,0
245891,0
15003,0
8681,0
520172,0
273481,0
39486,0
22164,0
7249,0
1429,0
413279,0
53565,0
14551,0
12311,0
11206,0
429174,0
6003,0
19673,0
11881,0
840,0
488,0
332270,0
15601,0
10024,0
9662,0
395991,0
16234,0
9470,0
9426,0
4032,0
2639,0
474395,0
401306,0
37775,0
10975,0
315635,0
245913,0
233639,0
4147,0
2252,0
1645,0
33436,0
759,0
547258,0
535356,0
438146,0
298582,0
12776,0
11948,0
855,0
14554,0
9652,0
457,0
545609,0
416477,0
36040,0
381,0
283591,0
212167,0
140823,0
16307,0
2748,0
379291,0
43316,0
40794,0
13004,0
874,0
470,0
25793,0
6949,0
765245,0
80278,0
33701,0
12902,0
11426,0
10144,0
504608,0
132363,0
81188,0
9454,0
109689,0
690,0
307081,0
46838,0
42994,0
15362,0
902,0
259316,0
75656,0
476299,0
399404,0
293670,0
65754,0
37094,0
14534,0
11673,0
9539,0
302528,0
2899,0
658,0
88,0
10437,0
10234,0
4232,0
801,0
184,0
13949,0
8056,0
1923,0
987,0
116,0
304357,0
374461,0
342737,0
787428,0
574093,0
286192,0
284689,0
30061,0
11644,0
4107,0
82695,0
1791,0
1427,0
497582,0
428836,0
420814,0
23550,0
19666,0
2666,0
420809,0
11101,0
4043,0
433498,0
265712,0
36940,0
13188,0
10794,0
38884,0
37799,0
13199,0
892,0
239877,0
15600,0
4816,0
2640,0
965,0
483306,0
22803,0
104,0
271674,0
19067,0
228,0
498248,0
54138,0
11816,0
9589,0
2756,0
425,0
651881,0
211387,0
42726,0
2841,0
506528,0
407448,0
57361,0
15392,0
10911,0
7979,0
180,0
508642,0
1594,0
79120,0
18874,0
21484,0
614696,0
570661,0
381288,0
360365,0
318846,0
10654,0
58,0
362045,0
318121,0
43641,0
24748,0
590,0
255,0
467909,0
38528,0
11963,0
4543,0
850,0
13382,0
482373,0
403450,0
77016,0
40180,0
38142,0
15384,0
3109,0
594,0
350312,0
14163,0
13008,0
866,0
134,0
259761,0
169881,0
140607,0
33954,0
10669,0
718789,0
82690,0
21956,0
9550,0
2977,0
11368,0
11230,0
10705,0
114150,0
75629,0
65229,0
36998,0
13932,0
360606,0
228194,0
26842,0
13183,0
587792,0
306745,0
261470,0
50848,0
15080,0
11499,0
560050,0
34653,0
20246,0
11537,0
9587,0
500006,0
205587,0
11663,0
9609,0
830,0
121642,0
49051,0
8337,0
3131,0
20312,0
64246,0
30497,0
13189,0
7862,0
323661,0
2759,0
663870,0
486947,0
167073,0
53457,0
13933,0
197082,0
57212,0
3086,0
73624,0
53486,0
12140,0
10312,0
764,0
435577,0
152780,0
14675,0
10938,0
4771,0
1433,0
318781,0
58857,0
3176,0
1672,0
377,0
407449,0
338766,0
47653,0
21348,0
17814,0
2502,0
330457,0
18785,0
17687,0
11072,0
9090,0
552,0
512895,0
396263,0
10857,0
10440,0
550231,0
508763,0
425373,0
119450,0
49538,0
1725,0
585245,0
400617,0
360737,0
785539,0
356296,0
245842,0
191714,0
122917,0
39148,0
44264,0
14447,0
1491,0
14621,0
618355,0
10647,0
82825,0
11713,0
6619,0
199,0
440596,0
99861,0
11450,0
1888,0
1802,0
19625,0
9603,0
502425,0
177,0
112198,0
21032,0
537056,0
45612,0
859,0
69735,0
11197,0
612368,0
390497,0
10112,0
87,0
259693,0
16227,0
245168,0
93289,0
41662,0
14646,0
13597,0
9474,0
449674,0
43361,0
11886,0
340,0
392982,0
43920,0
583903,0
361380,0
64956,0
61791,0
11868,0
8393,0
785663,0
391713,0
80184,0
18311,0
9325,0
594530,0
324552,0
152603,0
10722,0
549053,0
454983,0
15359,0
813,0
246,0
591275,0
591274,0
15152,0
12900,0
6145,0
10139,0
140212,0
16085,0
10795,0
1830,0
1254,0
922,0
420622,0
9833,0
408537,0
70670,0
16563,0
10360,0
8424,0
941,0
766,0
499932,0
209274,0
15487,0
518671,0
21641,0
15255,0
14003,0
861,0
837,0
424488,0
11305,0
10086,0
581734,0
5548,0
227,0
14202,0
10518,0
121875,0
41201,0
36728,0
7340,0
1265,0
818397,0
487491,0
19908,0
9267,0
472674,0
363579,0
336845,0
129112,0
68734,0
276624,0
12162,0
1716,0
1088,0
375315,0
300671,0
220289,0
56831,0
19913,0
2657,0
453278,0
374205,0
671583,0
109445,0
66125,0
385128,0
17159,0
11986,0
11035,0
8374,0
1850,0
979,0
618353,0
1262,0
436,0
345920,0
329819,0
198277,0
12614,0
10149,0
8923,0
509,0
449924,0
417678,0
50646,0
18947,0
5590,0
364689,0
451,0
403,0
613504,0
1598,0
323677,0
51497,0
45958,0
393624,0
112949,0
57447,0
44018,0
35690,0
11929,0
2270,0
504,0
399055,0
14320,0
11109,0
493922,0
317557,0
76543,0
34433,0
2609,0
557,0
475215,0
297762,0
15196,0
250480,0
16436,0
168259,0
38684,0
2277,0
1278,0
27275,0
19597,0
16907,0
11020,0
10617,0
2654,0
67884,0
11577,0
459,0
475946,0
17111,0
10452,0
9078,0
5506,0
2576,0
761,0
618354,0
401104,0
259954,0
42979,0
18320,0
18183,0
16136,0
10397,0
10009,0
12762,0
5825,0
3543,0
1878,0
1420,0
258230,0
34070,0
2014,0
1640,0
297,0
346364,0
11209,0
446696,0
338189,0
244403,0
11044,0
8844,0
60308,0
11773,0
10501,0
1572,0
489925,0
465136,0
2771,0
285,0
372519,0
298115,0
20345,0
10886,0
6537,0
7913,0
506,0
577922,0
130925,0
20367,0
14047,0
13283,0
10693,0
404368,0
10860,0
1818,0
519141,0
11951,0
11330,0
321528,0
16520,0
10421,0
366924,0
20352,0
6978,0
522478,0
296098,0
156022,0
29005,0
25205,0
515916,0
370964,0
12622,0
10511,0
623,0
520736,0
72570,0
34134,0
778730,0
213121,0
6037,0
13156,0
12598,0
2567,0
1857,0
1367,0
639933,0
37136,0
479226,0
348657,0
558,0
818750,0
241863,0
547016,0
519035,0
407655,0
33511,0
10772,0
595671,0
436343,0
44874,0
9576,0
5902,0
436391,0
179150,0
45162,0
43266,0
19178,0
13688,0
11837,0
2055,0
37724,0
20283,0
14359,0
14299,0
646380,0
342473,0
10403,0
9837,0
606,0
324849,0
168,0
11850,0
9701,0
268,0
62215,0
13012,0
11502,0
11051,0
10243,0
2760,0
844,0
9473,0
34584,0
28118,0
14306,0
469,0
30074,0
11647,0
8088,0
429200,0
110398,0
16562,0
11832,0
9502,0
399366,0
340270,0
287495,0
167,0
256962,0
25846,0
21519,0
399579,0
86829,0
14807,0
14168,0
12232,0
170,0
187022,0
79707,0
51241,0
10559,0
3059,0
374671,0
13885,0
12481,0
9388,0
542178,0
251,0
42297,0
26617,0
12717,0
11772,0
695,0
90,0
581997,0
330483,0
97365,0
59421,0
10528,0
9071,0
6479,0
257211,0
10178,0
1538,0
809,0
411728,0
23168,0
22954,0
12092,0
9560,0
9013,0
8363,0
10673,0
39057,0
30197,0
23566,0
3549,0
266,0
616251,0
602223,0
385103,0
205601,0
56825,0
16620,0
5176,0
2355,0
672647,0
636698,0
10925,0
5236,0
447061,0
14375,0
10601,0
6023,0
571785,0
352490,0
204436,0
39108,0
28043,0
20982,0
12877,0
353326,0
103758,0
88284,0
72113,0
15370,0
13368,0
10150,0
4952,0
1714,0
788,0
138,0
319888,0
48254,0
517148,0
398173,0
70160,0
460465,0
329805,0
2832,0
406990,0
6396,0
777270,0
325113,0
9400,0
1621,0
50348,0
24804,0
13001,0
4518,0
14325,0
11703,0
1213,0
916,0
285733,0
44826,0
38700,0
18030,0
4538,0
535544,0
117691,0
55931,0
4176,0
400090,0
177677,0
24615,0
22302,0
11524,0
11489,0
476,0
754067,0
335360,0
68722,0
51876,0
11660,0
8438,0
988,0
198663,0
3111,0
585077,0
376660,0
75624,0
458,0
657644,0
63310,0
25431,0
10625,0
8963,0
8879,0
8583,0
7445,0
59468,0
4688,0
1164,0
607,0
409,0
21183,0
14859,0
12159,0
10223,0
59,0
537915,0
403431,0
11222,0
11176,0
11093,0
8329,0
6106,0
4588,0
226448,0
44716,0
14903,0
1885,0
606952,0
118628,0
79224,0
17581,0
504949,0
11328,0
11287,0
9540,0
49047,0
1271,0
978,0
512263,0
355338,0
294016,0
96714,0
71524,0
22527,0
12230,0
11575,0
11446,0
4415,0
664300,0
633515,0
475094,0
396774,0
323027,0
31602,0
12289,0
10876,0
509364,0
11165,0
243,0
797394,0
279229,0
98622,0
15283,0
536743,0
438740,0
7350,0
597219,0
524047,0
15067,0
2117,0
964,0
54551,0
23637,0
10648,0
511809,0
363676,0
334517,0
12105,0
11639,0
501170,0
11646,0
2024,0
994,0
744275,0
271714,0
188538,0
116745,0
42661,0
14291,0
6615,0
2153,0
680531,0
474354,0
653349,0
522162,0
458423,0
10198,0
10102,0
551,0
421,0
581389,0
396371,0
130739,0
71325,0
10564,0
10476,0
570670,0
530385,0
297270,0
2668,0
609,0
537996,0
15588,0
11485,0
9660,0
336050,0
40807,0
11382,0
4441,0
2280,0
454640,0
37767,0
8222,0
420821,0
403300,0
254172,0
19186,0
12584,0
1548,0
420818,0
335787,0
13666,0
13041,0
9829,0
487672,0
281338,0
82881,0
15712,0
14794,0
10948,0
2998,0
1627,0
557940,0
573,0
336000,0
14748,0
12473,0
11457,0
10634,0
9441,0
647,0
542921,0
522039,0
428449,0
1574,0
752505,0
618416,0
487242,0
10830,0
10531,0
4552,0
635,0
440472,0
11533,0
9820,0
1997,0
612,0
537055,0
19562,0
16161,0
10142,0
9741,0
560044,0
68730,0
19265,0
17887,0
10141,0
203,0
9303,0
585083,0
473033,0
449749,0
420817,0
147773,0
11153,0
10994,0
565179,0
19236,0
17358,0
38810,0
10162,0
3073,0
599281,0
340613,0
652,0
811634,0
632666,0
517331,0
371638,0
75258,0
13459,0
473,0
639721,0
123377,0
58574,0
69315,0
10986,0
9846,0
4192,0
63831,0
291270,0
82693,0
8051,0
2100,0
327,0
206563,0
89636,0
48034,0
38438,0
11897,0
11316,0
8470,0
1089,0
9322,0
276,0
606954,0
212778,0
196024,0
22383,0
12914,0
249688,0
11634,0
109410,0
785538,0
532814,0
11042,0
10590,0
2028,0
567604,0
23483,0
18912,0
65,0
759175,0
369523,0
336843,0
19833,0
13701,0
25300,0
15400,0
11296,0
4643,0
335797,0
308639,0
16553,0
7972,0
2323,0
711,0
267,0
506281,0
36950,0
25736,0
5488,0
1682,0
696806,0
507076,0
324560,0
27725,0
19703,0
19123,0
11177,0
8697,0
408,0
394374,0
365942,0
353728,0
272878,0
11462,0
1924,0
401,0
302429,0
157370,0
727745,0
340027,0
30159,0
8428,0
1259,0
441829,0
31587,0
11050,0
5693,0
157832,0
11815,0
617762,0
12579,0
11687,0
10537,0
10340,0
1807,0
411,0
799876,0
46829,0
12545,0
11934,0
1443,0
641662,0
468225,0
302401,0
203801,0
77495,0
23169,0
13925,0
468198,0
20410,0
